# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000321025.1	PRJNA224116	SAMEA2272315	CAEL00000000.1	representative genome	1033744	1465757	Peptoniphilus senegalensis JC140	strain=type strain: JC140		latest	Scaffold	Major	Full	2012/12/06	ASM32102v1	laboratoire URMITE CNRS 6236	GCA_000321025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/025/GCF_000321025.1_ASM32102v1		assembly from type material
GCF_000285495.1	PRJNA224116	SAMEA2272754	CAER00000000.1	representative genome	946235	1465765	Oceanobacillus massiliensis str. N'diop	strain=Ndiop		latest	Scaffold	Major	Full	2012/07/19	ASM28549v1	laboratoire URMITE CNRS 6236	GCA_000285495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/495/GCF_000285495.1_ASM28549v1		
GCF_000285515.1	PRJNA224116	SAMEA2271960	CAES00000000.1	representative genome	1033743	1465766	Paenibacillus senegalensis JC66	strain=type strain: JC66		latest	Scaffold	Major	Full	2012/07/19	ASM28551v1	laboratoire URMITE CNRS 6236	GCA_000285515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/515/GCF_000285515.1_ASM28551v1		assembly from type material
GCF_000285575.1	PRJNA224116	SAMEA2272503	CAEV00000000.1	representative genome	1033737	1465809	Clostridium senegalense JC122	strain=type strain: JC122		latest	Scaffold	Major	Full	2012/07/19	ASM28557v1	laboratoire URMITE CNRS 6236	GCA_000285575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/575/GCF_000285575.1_ASM28557v1		assembly from type material
GCF_000312005.1	PRJNA224116	SAMEA2272357	CAHD00000000.1	representative genome	1095767	1465811	Cellulomonas massiliensis JC225		JC225	latest	Scaffold	Major	Full	2012/08/16	ASM31200v1	URMITE CNRS UMR 6236 IRD 198	GCA_000312005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/005/GCF_000312005.1_ASM31200v1		assembly from type material
GCF_000312045.1	PRJNA224116	SAMEA2271952	CAHF00000000.1	representative genome	1095769	1465823	Noviherbaspirillum massiliense JC206	strain=JC206		latest	Scaffold	Major	Full	2012/08/16	ASM31204v1	URMITE CNRS UMR 6236 IRD 198	GCA_000312045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/045/GCF_000312045.1_ASM31204v1		assembly from type material
GCF_000312125.1	PRJNA224116	SAMEA2271956	CAHH00000000.1	representative genome	1095772	1465825	Timonella senegalensis JC301		JC301	latest	Scaffold	Major	Full	2012/08/16	ASM31212v1	URMITE CNRS UMR 6236 IRD 198	GCA_000312125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/125/GCF_000312125.1_ASM31212v1		assembly from type material
GCF_000311845.1	PRJNA224116	SAMEA2272149	CAGZ00000000.1	representative genome	1118060	1472761	Enorma massiliensis phI		phI	latest	Scaffold	Major	Full	2012/08/16	ASM31184v1	URMITE CNRS UMR 6236 IRD 198	GCA_000311845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/845/GCF_000311845.1_ASM31184v1		assembly from type material
GCF_000311985.1	PRJNA224116	SAMEA2272041	CAHC00000000.1	representative genome	1118059	1472764	Kallipyga massiliensis ph2	strain=ph2		latest	Scaffold	Major	Full	2012/08/16	ASM31198v1	URMITE CNRS UMR 6236 IRD 198	GCA_000311985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/985/GCF_000311985.1_ASM31198v1		assembly from type material
GCF_000311865.1	PRJNA224116	SAMEA2272531	CAHB00000000.1	representative genome	1118062	1472765	Peptoniphilus obesi ph1	strain=ph1		latest	Scaffold	Major	Full	2012/08/16	ASM31186v1	URMITE CNRS UMR 6236 IRD 198	GCA_000311865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/865/GCF_000311865.1_ASM31186v1		assembly from type material
GCF_000236865.1	PRJNA224116	SAMEA2272806	CAEM00000000.1	representative genome	1034345	1473216	Senegalimassilia anaerobia JC110	strain=type strain: JC110		latest	Scaffold	Major	Full	2011/11/30	ASM23686v1	laboratoire URMITE CNRS 6236	GCA_000236865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/865/GCF_000236865.1_ASM23686v1		assembly from type material
GCF_000321045.1	PRJNA224116	SAMEA2272705	CAEO00000000.1	na	1095768	1485952	Metakosakonia massiliensis JC163	strain=type strain: JC163		latest	Scaffold	Major	Full	2012/12/06	ASM32104v2	Laboratoire URMITE CNRS 6236	GCA_000321045.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/045/GCF_000321045.1_ASM32104v2		assembly from type material
GCF_000821305.1	PRJNA224116	SAMEA2697681	CCXK00000000.1	na	1499683	1499683	Clostridium sp. CL-6		human stool	latest	Contig	Major	Full	2014/09/18	Clostridium culturomicsense	URMITE	GCA_000821305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/305/GCF_000821305.1_Clostridium_culturomicsense		
GCF_000786575.1	PRJNA224116	SAMN03025286	JRGF00000000.1	representative genome	1501391	1501391	Alistipes inops	strain=627		latest	Contig	Major	Full	2014/11/24	ASM78657v1	Pirogov Russian National Research Medical University	GCA_000786575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/786/575/GCF_000786575.1_ASM78657v1		assembly from type material
GCF_000752675.2	PRJNA224116	SAMEA2697683	CCNO00000000.1	na	1504822	1504822	bacterium OL-1		human stool	latest	Scaffold	Major	Full	2014/08/22	Jeddahella massiliensis	URMITE	GCA_000752675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/675/GCF_000752675.2_Jeddahella_massiliensis		
GCF_000765215.1	PRJNA224116	SAMN02903322	JPJE00000000.1	na	1519438	1519438	Eubacterium sp. ER2	strain=ER2		latest	Contig	Major	Full	2014/10/09	ASM76521v1	Technical University of Denmark	GCA_000765215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/215/GCF_000765215.1_ASM76521v1		
GCF_001375555.1	PRJNA224116	SAMEA3305383	CTDZ00000000.1	representative genome	1522315	1522315	Numidum massiliense	strain=mt3		latest	Contig	Major	Full	2015/04/20	Numidum massiliensis	URMITE	GCA_001375555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/555/GCF_001375555.1_Numidum_massiliensis		assembly from type material
GCF_001481375.1	PRJNA224116	SAMN04224338	LMUA00000000.1	na	1550024	1550024	Ruthenibacterium lactatiformans	strain=668		latest	Contig	Major	Full	2015/12/22	ASM148137v1	Pirogov Russian National Research Medical University	GCA_001481375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/375/GCF_001481375.1_ASM148137v1		
GCF_001578585.1	PRJNA224116	SAMN03956216	LTDB00000000.1	na	1574262	1574262	Sutterella sp. KLE1602	strain=KLE1602		latest	Scaffold	Major	Full	2016/03/02	ASM157858v1	The Genome Institute at Washington University	GCA_001578585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/585/GCF_001578585.1_ASM157858v1		
GCF_001807785.1	PRJNA224116	SAMN03287006	LTZV00000000.1	na	1581076	1581076	Streptococcus sp. HMSC10A01	strain=HMSC10A01		latest	Scaffold	Major	Full	2016/10/21	ASM180778v1	The Genome Institute at Washington University	GCA_001807785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/785/GCF_001807785.1_ASM180778v1		
GCF_001807865.1	PRJNA224116	SAMN03287020	LWNH00000000.1	na	1581081	1581081	Stenotrophomonas sp. HMSC10F06	strain=HMSC10F06		latest	Scaffold	Major	Full	2016/10/21	ASM180786v1	The Genome Institute at Washington University	GCA_001807865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/865/GCF_001807865.1_ASM180786v1		
GCF_001807895.1	PRJNA224116	SAMN03287021	LUAA00000000.1	na	1581082	1581082	Stenotrophomonas sp. HMSC10F07	strain=HMSC10F07		latest	Scaffold	Major	Full	2016/10/21	ASM180789v1	The Genome Institute at Washington University	GCA_001807895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/895/GCF_001807895.1_ASM180789v1		
GCF_001815925.1	PRJNA224116	SAMN03436138	LWPS00000000.1	na	1581148	1581148	Clostridium sp. HMSC19A10	strain=HMSC19A10		latest	Scaffold	Major	Full	2016/10/21	ASM181592v1	The Genome Institute at Washington University	GCA_001815925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/925/GCF_001815925.1_ASM181592v1		
GCF_001806555.1	PRJNA224116	SAMN03436140	LWPJ00000000.1	na	1581179	1581179	Clostridium sp. HMSC19A11	strain=HMSC19A11		latest	Scaffold	Major	Full	2016/10/21	ASM180655v1	The Genome Institute at Washington University	GCA_001806555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/555/GCF_001806555.1_ASM180655v1		
GCF_001806545.1	PRJNA224116	SAMN03436139	LWPI00000000.1	na	1581180	1581180	Clostridium sp. HMSC19B01	strain=HMSC19B01		latest	Scaffold	Major	Full	2016/10/21	ASM180654v1	The Genome Institute at Washington University	GCA_001806545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/545/GCF_001806545.1_ASM180654v1		
GCF_001806575.1	PRJNA224116	SAMN03436142	LWPH00000000.1	na	1581181	1581181	Clostridium sp. HMSC19B04	strain=HMSC19B04		latest	Scaffold	Major	Full	2016/10/21	ASM180657v1	The Genome Institute at Washington University	GCA_001806575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/575/GCF_001806575.1_ASM180657v1		
GCF_001806565.1	PRJNA224116	SAMN03436141	LWPG00000000.1	na	1581182	1581182	Clostridium sp. HMSC19B10	strain=HMSC19B10		latest	Scaffold	Major	Full	2016/10/21	ASM180656v1	The Genome Institute at Washington University	GCA_001806565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/565/GCF_001806565.1_ASM180656v1		
GCF_001806625.1	PRJNA224116	SAMN03436143	LWPF00000000.1	na	1581183	1581183	Clostridium sp. HMSC19B11	strain=HMSC19B11		latest	Scaffold	Major	Full	2016/10/21	ASM180662v1	The Genome Institute at Washington University	GCA_001806625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/625/GCF_001806625.1_ASM180662v1		
GCF_001806635.1	PRJNA224116	SAMN03436146	LWPE00000000.1	na	1581184	1581184	Clostridium sp. HMSC19B12	strain=HMSC19B12		latest	Scaffold	Major	Full	2016/10/21	ASM180663v1	The Genome Institute at Washington University	GCA_001806635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/635/GCF_001806635.1_ASM180663v1		
GCF_001806645.1	PRJNA224116	SAMN03436144	LWPD00000000.1	na	1581185	1581185	Clostridium sp. HMSC19C05	strain=HMSC19C05		latest	Scaffold	Major	Full	2016/10/21	ASM180664v1	The Genome Institute at Washington University	GCA_001806645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/645/GCF_001806645.1_ASM180664v1		
GCF_001806655.1	PRJNA224116	SAMN03436145	LWPC00000000.1	na	1581186	1581186	Clostridium sp. HMSC19C08	strain=HMSC19C08		latest	Scaffold	Major	Full	2016/10/21	ASM180665v1	The Genome Institute at Washington University	GCA_001806655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/655/GCF_001806655.1_ASM180665v1		
GCF_001806705.1	PRJNA224116	SAMN03436191	LWPB00000000.1	na	1581187	1581187	Clostridium sp. HMSC19C09	strain=HMSC19C09		latest	Scaffold	Major	Full	2016/10/21	ASM180670v1	The Genome Institute at Washington University	GCA_001806705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/705/GCF_001806705.1_ASM180670v1		
GCF_001806715.1	PRJNA224116	SAMN03436192	LWPA00000000.1	na	1581188	1581188	Clostridium sp. HMSC19C11	strain=HMSC19C11		latest	Scaffold	Major	Full	2016/10/21	ASM180671v1	The Genome Institute at Washington University	GCA_001806715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/715/GCF_001806715.1_ASM180671v1		
GCF_001806725.1	PRJNA224116	SAMN03436193	LWOZ00000000.1	na	1581189	1581189	Clostridium sp. HMSC19D02	strain=HMSC19D02		latest	Scaffold	Major	Full	2016/10/21	ASM180672v1	The Genome Institute at Washington University	GCA_001806725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/725/GCF_001806725.1_ASM180672v1		
GCF_001806735.1	PRJNA224116	SAMN03436194	LWOY00000000.1	na	1581191	1581191	Clostridium sp. HMSC19D07	strain=HMSC19D07		latest	Scaffold	Major	Full	2016/10/21	ASM180673v1	The Genome Institute at Washington University	GCA_001806735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/735/GCF_001806735.1_ASM180673v1		
GCF_001806785.1	PRJNA224116	SAMN03436199	LWOX00000000.1	na	1581192	1581192	Clostridium sp. HMSC19E03	strain=HMSC19E03		latest	Scaffold	Major	Full	2016/10/21	ASM180678v1	The Genome Institute at Washington University	GCA_001806785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/785/GCF_001806785.1_ASM180678v1		
GCF_001049895.1	PRJNA224116	SAMEA3375520	CVPE00000000.1	representative genome	1631346	1631346	Rubeoparvulum massiliense	strain=mt6		latest	Contig	Major	Full	2015/06/30	Rubeoparvulum massiliensis	URMITE	GCA_001049895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/895/GCF_001049895.1_Rubeoparvulum_massiliensis		assembly from type material
GCF_000974285.1	PRJNA224116	SAMN03447960	LAZH00000000.1	na	1637974	1637974	Bacilli bacterium VT-13-104	strain=VT-13-104		latest	Scaffold	Major	Full	2015/04/21	ASM97428v1	Institute of Human Microbiology	GCA_000974285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/285/GCF_000974285.1_ASM97428v1		
GCF_000158355.2	PRJNA224116	SAMN02463699	ACDJ00000000.2	na	1639133	1639133	Citrobacter portucalensis	strain=30_2		latest	Scaffold	Major	Full	2013/09/30	Citrobacter_sp_30_2_V2	Broad Institute	GCA_000158355.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/355/GCF_000158355.2_Citrobacter_sp_30_2_V2		
GCF_001280875.1	PRJNA224116	SAMN03846811	LGAJ00000000.1	representative genome	1653434	1653434	Sellimonas intestinalis	strain=BR72		latest	Contig	Major	Full	2015/09/10	ASM128087v1	Seoul National University	GCA_001280875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/875/GCF_001280875.1_ASM128087v1		assembly from type material
GCF_001754075.1	PRJNA224116	SAMN05727926	MIEH00000000.1	representative genome	1653435	1653435	Merdimonas faecis	strain=BR31		latest	Contig	Major	Full	2016/10/07	ASM175407v1	Seoul National University	GCA_001754075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/754/075/GCF_001754075.1_ASM175407v1		assembly from type material
GCF_001559235.2	PRJNA224116	SAMN03996300		na	1702170	1702170	Citrobacter sp. FDAARGOS_156	strain=FDAARGOS_155		latest	Complete Genome	Major	Full	2018/02/23	ASM155923v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001559235.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/235/GCF_001559235.2_ASM155923v2		
GCF_001809025.1	PRJNA224116	SAMN04495801	LTKN00000000.1	na	1715020	1715020	Enterobacter sp. HMSC055A11	strain=HMSC055A11		latest	Scaffold	Major	Full	2016/10/21	ASM180902v1	The Genome Institute at Washington University	GCA_001809025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/025/GCF_001809025.1_ASM180902v1		
GCF_001809145.1	PRJNA224116	SAMN04495788	LTKG00000000.1	na	1715038	1715038	Enterococcus sp. HMSC056C08	strain=HMSC056C08		latest	Scaffold	Major	Full	2016/10/21	ASM180914v1	The Genome Institute at Washington University	GCA_001809145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/145/GCF_001809145.1_ASM180914v1		
GCF_001835885.1	PRJNA224116	SAMN04498597	LTSA00000000.1	na	1715070	1715070	Enterococcus sp. HMSC034B11	strain=HMSC034B11		latest	Scaffold	Major	Full	2016/10/25	ASM183588v1	The Genome Institute at Washington University	GCA_001835885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/835/885/GCF_001835885.1_ASM183588v1		
GCF_001809445.1	PRJNA224116	SAMN04477507	LTJS00000000.1	na	1715091	1715091	Staphylococcus sp. HMSC058D09	strain=HMSC058D09		latest	Scaffold	Major	Full	2016/10/21	ASM180944v1	The Genome Institute at Washington University	GCA_001809445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/445/GCF_001809445.1_ASM180944v1		
GCF_001809485.1	PRJNA224116	SAMN04477512	LTJQ00000000.1	na	1715100	1715100	Lactobacillus sp. HMSC072E07	strain=HMSC072E07		latest	Scaffold	Major	Full	2016/10/21	ASM180948v1	The Genome Institute at Washington University	GCA_001809485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/485/GCF_001809485.1_ASM180948v1		
GCF_001836545.1	PRJNA224116	SAMN04498644	LTQT00000000.1	na	1715158	1715158	Staphylococcus sp. HMSC060A04	strain=HMSC060A04		latest	Scaffold	Major	Full	2016/10/25	ASM183654v1	The Genome Institute at Washington University	GCA_001836545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/836/545/GCF_001836545.1_ASM183654v1		
GCF_001808745.1	PRJNA224116	SAMN04477536	LTLA00000000.1	na	1715165	1715165	Streptococcus sp. HMSC057G03	strain=HMSC057G03		latest	Scaffold	Major	Full	2016/10/21	ASM180874v1	The Genome Institute at Washington University	GCA_001808745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/745/GCF_001808745.1_ASM180874v1		
GCF_001487125.1	PRJNA224116	SAMEA3674818	FAVK00000000.1	na	1720195	1720195	Gabonibacter massiliensis	strain=GM7		latest	Scaffold	Major	Full	2015/12/22	Sanguibacteroides massiliensis	URMITE	GCA_001487125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/125/GCF_001487125.1_Sanguibacteroides_massiliensis		assembly from type material
GCF_001811285.1	PRJNA224116	SAMN04477604	LTGJ00000000.1	na	1739297	1739297	Enterococcus sp. HMSC063H10	strain=HMSC063H10		latest	Scaffold	Major	Full	2016/10/21	ASM181128v1	The Genome Institute at Washington University	GCA_001811285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/811/285/GCF_001811285.1_ASM181128v1		
GCF_001812015.1	PRJNA224116	SAMN04477645	LTEZ00000000.1	na	1739336	1739336	Streptococcus sp. HMSC073D05	strain=HMSC073D05		latest	Scaffold	Major	Full	2016/10/21	ASM181201v1	The Genome Institute at Washington University	GCA_001812015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/015/GCF_001812015.1_ASM181201v1		
GCF_001813025.1	PRJNA224116	SAMN04480056	LTXL00000000.1	na	1739390	1739390	Pseudomonas sp. HMSC066A08	strain=HMSC066A08		latest	Scaffold	Major	Full	2016/10/21	ASM181302v1	The Genome Institute at Washington University	GCA_001813025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/025/GCF_001813025.1_ASM181302v1		
GCF_000815495.1	PRJNA224116	SAMN03276472	AMJQ00000000.1	na	1212563	1776082	Shigella dysenteriae S6205	strain=S6205		latest	Contig	Major	Full	2015/01/06	ASM81549v1	Institute for Genome Sciences	GCA_000815495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/495/GCF_000815495.1_ASM81549v1		
GCF_900117315.1	PRJNA224116	SAMEA4534506	FPDX00000000.1	na	1805475	1805475	Bacillus massilionigeriensis	strain=Marseille-P2384		latest	Scaffold	Major	Full	2016/11/08	PRJEB17645	URMITE	GCA_900117315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/117/315/GCF_900117315.1_PRJEB17645		assembly from type material
GCF_002180435.1	PRJNA224116	SAMEA3545388	CZBC00000000.1	na	1806509	1806509	Fusicatenibacter sp. 2789STDY5834925	strain=2789STDY5834925		latest	Scaffold	Major	Full	2015/10/02	14207_7#48	SC	GCA_002180435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/435/GCF_002180435.1_14207_7_48		
GCF_900104575.1	PRJNA224116	SAMEA4518411	FNLH00000000.1	representative genome	1816695	1816695	Bacillus tuaregi	strain=Marseille-P2489		latest	Scaffold	Major	Full	2016/10/27	PRJEB16343	URMITE	GCA_900104575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/575/GCF_900104575.1_PRJEB16343		
GCF_002355555.1	PRJNA224116	SAMD00051861		na	1848580	1848580	Hafnia sp. CBA7124	strain=CBA7124		latest	Complete Genome	Major	Full	2016/05/31	ASM235555v1	Korea Basic Science Institute	GCA_002355555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/555/GCF_002355555.1_ASM235555v1		
GCF_001678845.1	PRJNA224116	SAMN05257102	MAIQ00000000.1	na	1851429	1851429	Christensenella sp. AF73-05CM02	strain=AF73-05CM02		latest	Scaffold	Major	Full	2016/07/04	ASM167884v1	BGI-shenzhen	GCA_001678845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/845/GCF_001678845.1_ASM167884v1		
GCF_900106785.1	PRJNA224116	SAMEA4521261	FNMR00000000.1	representative genome	1852370	1852370	Prevotellamassilia timonensis	strain=Marseille-P2831		latest	Scaffold	Major	Full	2016/10/27	PRJEB16531	URMITE	GCA_900106785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/785/GCF_900106785.1_PRJEB16531		assembly from type material
GCF_001950175.1	PRJNA224116	SAMD00066804	BDJJ00000000.1	na	1856563	1856563	Bacillus sp. CBA7126	strain=CBA7126		latest	Contig	Major	Full	2016/12/06	ASM195017v1	Korea Basic Science Institute	GCA_001950175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/175/GCF_001950175.1_ASM195017v1		
GCF_001722135.1	PRJNA224116	SAMN05616411	MECU00000000.1	na	1892896	1892896	Shigella sp. FC130	strain=FC130		latest	Scaffold	Major	Full	2016/09/08	ASM172213v1	Christian Medical College	GCA_001722135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/135/GCF_001722135.1_ASM172213v1		
GCF_001742985.1	PRJNA224116	SAMN05730134	MIIW00000000.1	na	1898038	1898038	Shigella sp. FC1655	strain=FC1655		latest	Scaffold	Major	Full	2016/09/23	ASM174298v1	Christian Medical College	GCA_001742985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/985/GCF_001742985.1_ASM174298v1		
GCF_900240245.1	PRJNA224116	SAMEA104414345	OESQ00000000.1	na	1926283	1926283	Lachnoclostridium edouardi	strain=Marseille-P3397		latest	Contig	Major	Full	2018/01/02	PRJEB23758	URMITE	GCA_900240245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/240/245/GCF_900240245.1_PRJEB23758		assembly from type material
GCF_900232875.1	PRJNA224116	SAMEA104348992	OCTR00000000.1	na	1944636	1944636	Parabacteroides sp. Marseille-P3668	strain=Marseille-P3668		latest	Scaffold	Major	Full	2017/10/15	PRJEB23011	URMITE	GCA_900232875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/232/875/GCF_900232875.1_PRJEB23011		
GCF_002313185.2	PRJNA224116	SAMN04875531	NWFM00000000.2	na	1975707	1975707	Pantoea sp. FDAARGOS_194	strain=FDAARGOS_194		latest	Contig	Major	Full	2018/01/19	ASM231318v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002313185.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/185/GCF_002313185.2_ASM231318v2		
GCF_002874775.1	PRJNA224116	SAMN06817956		na	1981510	1981510	Monoglobus pectinilyticus	strain=14		latest	Chromosome	Major	Full	2018/01/11	ASM287477v1	Plant and Food Research	GCA_002874775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/874/775/GCF_002874775.1_ASM287477v1		assembly from type material
GCF_002188635.1	PRJNA224116	SAMN07162456	NINX00000000.1	na	2008676	2008676	Pigmentiphaga sp. NML030171	strain=NML030171		latest	Contig	Major	Full	2017/06/09	ASM218863v1	Public Health Agency of Canada	GCA_002188635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/635/GCF_002188635.1_ASM218863v1		
GCF_002232035.1	PRJNA224116	SAMN07276803	NKXR00000000.1	na	2018038	2018038	Collinsella sp. TF06-26	strain=TF06-26		latest	Scaffold	Major	Full	2017/07/25	ASM223203v1	The Beijing Genomics Institute	GCA_002232035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/232/035/GCF_002232035.1_ASM223203v1		
GCF_002270465.1	PRJNA224116	SAMN07460455	NQOF00000000.1	na	2025493	2025493	Blautia hominis	strain=KB1		latest	Contig	Major	Full	2017/08/25	ASM227046v1	Kyung Hee University	GCA_002270465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/465/GCF_002270465.1_ASM227046v1		assembly from type material
GCF_002270485.1	PRJNA224116	SAMN07460465	NQOG00000000.1	na	2025494	2025494	Anaerostipes sp. BG01	strain=BG01		latest	Contig	Major	Full	2017/08/25	ASM227048v1	Kyung Hee University	GCA_002270485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/485/GCF_002270485.1_ASM227048v1		
GCF_002632415.1	PRJNA224116	SAMN07482654	NQMG00000000.1	na	2025659	2025659	Bacteroides sp. KFT8	strain=KFT8		latest	Contig	Major	Full	2017/10/23	ASM263241v1	Kyung Hee University	GCA_002632415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/632/415/GCF_002632415.1_ASM263241v1		
GCF_002257605.1	PRJNA224116	SAMN07485767		na	2025876	2025876	Parabacteroides sp. CT06	strain=CT06		latest	Complete Genome	Major	Full	2017/08/16	ASM225760v1	Kyung Hee University	GCA_002257605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/605/GCF_002257605.1_ASM225760v1		
GCF_002272965.1	PRJNA224116	SAMN07485760	NQMH00000000.1	na	2025877	2025877	Parabacteroides sp. AT13	strain=AT13		latest	Contig	Major	Full	2017/08/28	ASM227296v1	Kyung Hee University	GCA_002272965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/965/GCF_002272965.1_ASM227296v1		
